|  Clínicas  |  Geriátricos  |  CATEGORÍA| Subcategoria| subtitulo| DATO A INSPECCIONAR| Tipo de dato
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Incubadoras a servocontrol de reserva 2(dos)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Incubadora de Transporte dos (2)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Incubadoras servocunas dos (2)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Cunas 2(dos)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Monitores transcutáneos de oxígeno 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Respirador de uso Neonatal con respiración sincronizada del paciente (SIMV/INV) dos (2)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Mezclador de oxígeno - aire comprimido (Blender) 8(ocho)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Halocefálico con tapa rebatible 3(tres) pequeños y 3(tres) medianos| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Equipo para reanimación completo 2(DOS)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Aspirador regulable con manómetro 1 (uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Sincronizador desfibrilador con paletas neonatal 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Balanza electrónica 1(una)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Electrocardiógrafo 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Pediómetro 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Reloj de pared con segundero 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Ecógrafo portátil para ecografías ECO Doppler color 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Cocina de dos (2) hornallas PARA FORMULA LACTEA| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Heladera PARA FORMULA LACTEA| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Oxígeno, aire comprimido y aspiración central una toma por unidad| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Tubos de oxígeno portátil 2(dos)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Monitores cardiorrespiratorios 4(cuatro)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Tensiómetro Neonatal (efecto Doppler) 2(dos)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Bomba de perfusión de jeringa 4(cuatro)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Bomba de perfusión continua 4(cuatro)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Spot de luminoterapia 4(cuatro)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Oxímetro de pulso 4(cuatro)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| canalización de arteria umbilical/curación/punción lumbar/presión venosa central/drenaje torácico/exanguineotransfusión| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Calentador humidificador tipo Fishel Paykel 1 (uno) para cada halocefálico 6 (seis)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Balanzas neonatales/incubadoras 6 (seis)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Mesa central 1(una)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Balanza para pañales 1(una)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Electroencefalógrafo portátil 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Reloj de pared con segundero 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Lámpara portátil 1(una)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Aparato de Rx portátil con 2 delantales plomados 1(uno)| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Horno de microondas PARA FORMULA LACTEA| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| | Del Equipamiento / Equipamiento en internación cada 8(ocho) unidades:| Mesada con pileta PARA FORMULA LACTEA| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo de aspiración 1 cada 4 camas| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Tubos de oxígeno| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo de desfibrilación| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Monitores| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Adaptador| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Carro de curación| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Tensiómetro| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo de Exanguiuneotransfusion| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Dispositivo PPCVA nasal| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | system de aspiración torácica| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipos para cateterización vesical| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipos para cateterización venosa| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo para punción torácica| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo de desfibrilación| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Oximetro de pulso portátil| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Botiquín c/medicamentos para urgencias de 24 hs.| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Oxígeno y aspiración central c/boca individual p c/cama| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Respirador volumétrico c/presión positiva y negativa| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Canal individual por cama| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Comando central| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Resucitador tipo AMBU| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Instrumental de examen| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Nebulizador| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo de luminoterapia| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Elementos para intubación endotraqueal| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | system portátil de aspiración p/ drenaje| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipos para cateterización nasogástrica| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo para punción raquídea| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Equipo para punción abdominal| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Bomba de infusión continua| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Incubadoras portatiles c/control de t° y alarma| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| EQUIPAMIENTO| | Caja de paro| NÚMERO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| Cronograma de trabajo| | Lab.bioquímico| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| Cronograma de trabajo| | Hemoterapia| SI/NO
|  TRUE  |  FALSE  |  UNIDAD DE TERAPIA INTENSIVA NEONATAL| Cronograma de trabajo| | Radiología| SI/NO
|  TRUE  |  FALSE  |  HEMODINAMIA| ARQUITECTURA| | N° DE CAMAS| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| ARQUITECTURA| | Coincide con edificacion| SI/NO
|  TRUE  |  FALSE  |  HEMODINAMIA| ARQUITECTURA| | Planos| SI/NO
|  TRUE  |  FALSE  |  HEMODINAMIA| JEFE DE SERVICIO| | Jefe de servicio| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| RECURSOS HUMANOS| | Médico| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| RECURSOS HUMANOS| | Enfermero profesional| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| RECURSOS HUMANOS| | Médico radiólogo| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| RECURSOS HUMANOS| | Médico anestesista| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Arco en C o paralelogramo deformable| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Mesa de Cateterismo| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Intensificador de imágenes| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Tubo de rayos X| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Generadores pulsados por tetrodos| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Electrocardiógrafo| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Oxímetro de pulso| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Cardiodesfribilador| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Inyectora de contraste| NÚMERO
|  TRUE  |  FALSE  |  HEMODINAMIA| EQUIPAMIENTO| | Monitor digital| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| ARQUITECTURA| | N° DE CAMAS| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| ARQUITECTURA| | Planos| SI/NO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| JEFE DE SERVICIO| | Jefe de Servicio| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| RECURSOS HUMANOS| | Médico oncólogico| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| RECURSOS HUMANOS| | Trabajador social| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| RECURSOS HUMANOS| | Enfermeros| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| RECURSOS HUMANOS| | Kinesiólogo| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| RECURSOS HUMANOS| | Psicólogo| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| RECURSOS HUMANOS| | Nutricionista| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| EQUIPAMIENTO| | Sillón de Oncología| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| EQUIPAMIENTO| | Colchón antiescaras de corresponder| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| EQUIPAMIENTO| | Bomba de infusión| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| EQUIPAMIENTO| | Campana de flujo laminar| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| EQUIPAMIENTO| | Balanza de uso clínico con cartabón| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| EQUIPAMIENTO| | Equipo de monitoreo presión arterial| NÚMERO
|  TRUE  |  FALSE  |  HOSPITAL DE DIA| EQUIPAMIENTO| | Oxímetro de pulso| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Unidad de Dialisis Independiente| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Registro de Psicofarmacos Actualizado| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Registro de Enfermedades Trasmisibles| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Reglamento Interno| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Plan de Evacuacion| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Habilitacion de Bomberos| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Normas bioseguridad expuestas| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Normas de Procedimientos para Medicos| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Normas de Procedimientos para enfermeras| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Nro de Inscripcion de pacientes al INCUCAI y/o ECODAI:| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Carpetas de Inscripcion de pacientes al INCUCAI y/o ECODAI| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Convenio de Internacion| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | De la Direccion y Funcionamiento| Registro Historia clinica completa| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Analisis de agua| Fisico, Quimico| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Analisis de agua| Bacteriologico| NÚMERO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Analisis de agua| Fecha ultimo fisico-quimico| FECHA
|  TRUE  |  FALSE  |  HEMODIALISIS| | Analisis de agua| Fecha ultimo bacteriologico| FECHA
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia del personal para| HIV| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia del personal para| Hepatitis B| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia del personal para| Hepatitis C| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia del personal para| Observaciones:| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia del personal para| Planillas de Personal Enfermeria| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia de pacientes| HIV| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia de pacientes| Hepatitis B| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia de pacientes| Hepatitis C| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia de pacientes| Libro de Reusos| SI/NO
|  TRUE  |  FALSE  |  HEMODIALISIS| | Posee Serologia de pacientes| Cant. maxima reusos| SI/NO
